Clicks	MAP@1	NDCG	Num_Ones_In_Prediction	Num_Ones_In_Test	Num_Ones_In_Train	Num_Zeros_In_Prediction	Precision@1	R-Precision	Recall@1	active_learning_iteration	active_learning_model	rec_model	rank	alpha	lambda	iter	corruption	root	sampling	total_num_active_learning_iteration
(2.2895957587806492, 0.08886299673983108)	(0.5420808482438702, 0.017772599347966215)	(0.037293967890891705, 0.0017136201022356584)	1637	284388	11729	1382	(0.5420808482438702, 0.017772599347966215)	(0.010674511554192823, 0.0006279555039550427)	(0.010674511554192823, 0.0006279555039550427)	51	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.2789002981119575, 0.08882994737553122)	(0.5442199403776085, 0.017765989475106245)	(0.03735007128707481, 0.001714781997408064)	1643	284388	11736	1376	(0.5442199403776085, 0.017765989475106245)	(0.01069068608221207, 0.0006309064049317221)	(0.01069068608221207, 0.0006309064049317221)	52	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.298774428618748, 0.08889004370621958)	(0.5402451142762504, 0.017778008741243915)	(0.03708204339253295, 0.0017111771669603977)	1631	284388	11739	1388	(0.5402451142762504, 0.017778008741243915)	(0.010610960041642385, 0.0006272329981752335)	(0.010610960041642385, 0.0006272329981752335)	53	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.259026167605167, 0.08876414830807668)	(0.5481947664789666, 0.017752829661615333)	(0.03770975209230144, 0.0017120708559613174)	1655	284388	11742	1364	(0.5481947664789666, 0.017752829661615333)	(0.01077501177410353, 0.0006254523067346161)	(0.01077501177410353, 0.0006254523067346161)	54	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.283868830738655, 0.08884550561896808)	(0.543226233852269, 0.017769101123793617)	(0.03760038065254536, 0.0017265268583029057)	1640	284388	11750	1379	(0.543226233852269, 0.017769101123793617)	(0.010798723494392244, 0.0006398209007361305)	(0.010798723494392244, 0.0006398209007361305)	55	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.262338522689632, 0.0887755113672345)	(0.5475322954620735, 0.0177551022734469)	(0.037758829172597715, 0.0017175791443769838)	1653	284388	11754	1366	(0.5475322954620735, 0.0177551022734469)	(0.010807935208591348, 0.0006295021663208377)	(0.010807935208591348, 0.0006295021663208377)	56	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.2822126531964226, 0.08884035912789952)	(0.5435574693607155, 0.017768071825579903)	(0.03747539904204264, 0.0017200324150062367)	1641	284388	11758	1378	(0.5435574693607155, 0.017768071825579903)	(0.010744816215594324, 0.0006315131928215209)	(0.010744816215594324, 0.0006315131928215209)	57	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.298774428618748, 0.08889004370621958)	(0.5402451142762504, 0.017778008741243915)	(0.03722027457442192, 0.0017104163721322866)	1631	284388	11760	1388	(0.5402451142762504, 0.017778008741243915)	(0.010644878909233288, 0.0006253879726452125)	(0.010644878909233288, 0.0006253879726452125)	58	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.298774428618748, 0.08889004370621958)	(0.5402451142762504, 0.017778008741243915)	(0.037169449728353544, 0.0017213569695206112)	1631	284388	11763	1388	(0.5402451142762504, 0.017778008741243915)	(0.010668989938218113, 0.0006365948486795888)	(0.010668989938218113, 0.0006365948486795888)	59	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.312023848956608, 0.0889269454941835)	(0.5375952302086784, 0.0177853890988367)	(0.037152727493769765, 0.0017216333402722947)	1623	284388	11765	1396	(0.5375952302086784, 0.0177853890988367)	(0.010669579097501632, 0.0006330108694775386)	(0.010669579097501632, 0.0006330108694775386)	60	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.307055316329911, 0.08891340353186451)	(0.5385889367340179, 0.0177826807063729)	(0.03690122335244232, 0.0017059070346894113)	1626	284388	11767	1393	(0.5385889367340179, 0.0177826807063729)	(0.010545071025972573, 0.0006246454228006654)	(0.010545071025972573, 0.0006246454228006654)	61	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.302086783703213, 0.0888995061567099)	(0.5395826432593575, 0.01777990123134198)	(0.03713253744470841, 0.001710705770075115)	1629	284388	11768	1390	(0.5395826432593575, 0.01777990123134198)	(0.010622884645513584, 0.0006263971895189965)	(0.010622884645513584, 0.0006263971895189965)	62	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.288837363365353, 0.08886070763409755)	(0.5422325273269294, 0.017772141526819513)	(0.037203106579439454, 0.0017107938296338006)	1637	284388	11769	1382	(0.5422325273269294, 0.017772141526819513)	(0.01063948491736676, 0.0006275791182954423)	(0.01063948491736676, 0.0006275791182954423)	63	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.308711493872143, 0.08891795700151253)	(0.5382577012255714, 0.017783591400302504)	(0.03686355912368009, 0.0017039849664187983)	1625	284388	11769	1394	(0.5382577012255714, 0.017783591400302504)	(0.010528079447516556, 0.0006239897882025973)	(0.010528079447516556, 0.0006239897882025973)	64	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.2954620735342828, 0.0888804231699918)	(0.5409075852931434, 0.017776084633998355)	(0.037214024140456006, 0.0017146561413741296)	1633	284388	11770	1386	(0.5409075852931434, 0.017776084633998355)	(0.010657732718707085, 0.0006290663466653734)	(0.010657732718707085, 0.0006290663466653734)	65	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.307055316329911, 0.0889134035318645)	(0.5385889367340179, 0.0177826807063729)	(0.03704949870555816, 0.0017132373150181752)	1626	284388	11771	1393	(0.5385889367340179, 0.0177826807063729)	(0.010610279300832725, 0.0006293414461903189)	(0.010610279300832725, 0.0006293414461903189)	66	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.2822126531964226, 0.08884035912789952)	(0.5435574693607155, 0.0177680718255799)	(0.03762859601750788, 0.001726170955421536)	1641	284388	11772	1378	(0.5435574693607155, 0.0177680718255799)	(0.01080708195618383, 0.0006357301294310556)	(0.01080708195618383, 0.0006357301294310556)	67	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.3103676714143755, 0.08892247098694796)	(0.5379264657171249, 0.017784494197389592)	(0.036808026012427456, 0.0017017393286357587)	1624	284388	11774	1395	(0.5379264657171249, 0.017784494197389592)	(0.010505778362274397, 0.0006225005609138608)	(0.010505778362274397, 0.0006225005609138608)	68	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.2921497184498176, 0.08887064449668663)	(0.5415700563100364, 0.017774128899337327)	(0.0371996065697648, 0.0017106025885865119)	1635	284388	11775	1384	(0.5415700563100364, 0.017774128899337327)	(0.010638613502362587, 0.0006268449231193304)	(0.010638613502362587, 0.0006268449231193304)	69	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.3037429612454456, 0.08890417811561058)	(0.5392514077509108, 0.017780835623122118)	(0.036978593791384594, 0.001712236568852252)	1628	284388	11775	1391	(0.5392514077509108, 0.017780835623122118)	(0.010587479157977746, 0.0006294105031514758)	(0.010587479157977746, 0.0006294105031514758)	70	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.302086783703213, 0.0888995061567099)	(0.5395826432593575, 0.01777990123134198)	(0.036915882713599045, 0.0017013438581794445)	1629	284388	11778	1390	(0.5395826432593575, 0.01777990123134198)	(0.01053136779932114, 0.0006222523988905743)	(0.01053136779932114, 0.0006222523988905743)	71	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.2971182510765153, 0.08888525320201132)	(0.5405763497846969, 0.017777050640402265)	(0.03730592983835082, 0.0017253325605138088)	1632	284388	11778	1387	(0.5405763497846969, 0.017777050640402265)	(0.010717907030470984, 0.0006406859025560126)	(0.010717907030470984, 0.0006406859025560126)	72	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.302086783703213, 0.0888995061567099)	(0.5395826432593575, 0.01777990123134198)	(0.037056570978799726, 0.0017083368328870874)	1629	284388	11780	1390	(0.5395826432593575, 0.01777990123134198)	(0.010594437721619823, 0.0006250461052597569)	(0.010594437721619823, 0.0006250461052597569)	73	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.307055316329911, 0.0889134035318645)	(0.5385889367340179, 0.0177826807063729)	(0.0370893098762723, 0.0017199576720305352)	1626	284388	11780	1393	(0.5385889367340179, 0.0177826807063729)	(0.010645201834006362, 0.0006338560526983743)	(0.010645201834006362, 0.0006338560526983743)	74	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.308711493872143, 0.08891795700151253)	(0.5382577012255714, 0.017783591400302504)	(0.03701131003334757, 0.0017229144443020492)	1625	284388	11780	1394	(0.5382577012255714, 0.017783591400302504)	(0.010632419128227075, 0.0006411515377456638)	(0.010632419128227075, 0.0006411515377456638)	75	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.3037429612454456, 0.08890417811561058)	(0.5392514077509108, 0.017780835623122118)	(0.03694315494356122, 0.0017036737589153786)	1628	284388	11781	1391	(0.5392514077509108, 0.017780835623122118)	(0.010547476963377779, 0.0006231091101676082)	(0.010547476963377779, 0.0006231091101676082)	76	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.312023848956608, 0.0889269454941835)	(0.5375952302086784, 0.0177853890988367)	(0.03697414748827883, 0.0017131961266324235)	1623	284388	11782	1396	(0.5375952302086784, 0.0177853890988367)	(0.010591571104704427, 0.0006287470503502632)	(0.010591571104704427, 0.0006287470503502632)	77	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.305399138787678, 0.08890881057193734)	(0.5389201722424644, 0.017781762114387464)	(0.0369539908949779, 0.0017081438627615402)	1627	284388	11783	1392	(0.5389201722424644, 0.017781762114387464)	(0.01056699462358673, 0.0006257651497886847)	(0.01056699462358673, 0.0006257651497886847)	78	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.302086783703213, 0.0888995061567099)	(0.5395826432593575, 0.01777990123134198)	(0.0372049095208867, 0.0017227606431727191)	1629	284388	11784	1390	(0.5395826432593575, 0.01777990123134198)	(0.01068281085685301, 0.0006389270502651641)	(0.01068281085685301, 0.0006389270502651641)	79	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.29380589599205, 0.08887555360371645)	(0.5412388208015899, 0.017775110720743295)	(0.037117953010493115, 0.001712136418485536)	1634	284388	11785	1385	(0.5412388208015899, 0.017775110720743295)	(0.010622474431513663, 0.0006290492736780109)	(0.010622474431513663, 0.0006290492736780109)	80	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.3004306061609805, 0.088894794689007)	(0.539913878767804, 0.017778958937801403)	(0.03707014812740854, 0.0017088126374251071)	1630	284388	11785	1389	(0.539913878767804, 0.017778958937801403)	(0.010599395706087518, 0.0006256228789869744)	(0.010599395706087518, 0.0006256228789869744)	81	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.307055316329911, 0.0889134035318645)	(0.5385889367340179, 0.0177826807063729)	(0.03690446108138949, 0.0017076568323355632)	1626	284388	11786	1393	(0.5385889367340179, 0.0177826807063729)	(0.01055231848538918, 0.0006257484923121109)	(0.01055231848538918, 0.0006257484923121109)	82	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.3004306061609805, 0.088894794689007)	(0.539913878767804, 0.017778958937801403)	(0.03705201880863937, 0.0017092788658446328)	1630	284388	11788	1389	(0.539913878767804, 0.017778958937801403)	(0.010595877001046854, 0.0006266397578037445)	(0.010595877001046854, 0.0006266397578037445)	83	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.29380589599205, 0.08887555360371645)	(0.5412388208015899, 0.017775110720743295)	(0.037230633539414075, 0.0017133649853825373)	1634	284388	11789	1385	(0.5412388208015899, 0.017775110720743295)	(0.010656836388052779, 0.0006286551120714813)	(0.010656836388052779, 0.0006286551120714813)	84	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.3004306061609805, 0.088894794689007)	(0.539913878767804, 0.017778958937801403)	(0.037141495600598866, 0.0017193792476943568)	1630	284388	11790	1389	(0.539913878767804, 0.017778958937801403)	(0.010653192799786751, 0.0006375007504712494)	(0.010653192799786751, 0.0006375007504712494)	85	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.3037429612454456, 0.08890417811561058)	(0.5392514077509108, 0.017780835623122118)	(0.03711615285812114, 0.0017151145702449223)	1628	284388	11790	1391	(0.5392514077509108, 0.017780835623122118)	(0.010633996631863684, 0.0006308549270305257)	(0.010633996631863684, 0.0006308549270305257)	86	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.3136800264988406, 0.08893138052917814)	(0.5372639947002319, 0.01778627610583563)	(0.03688821106615579, 0.0017078629526266797)	1622	284388	11790	1397	(0.5372639947002319, 0.01778627610583563)	(0.01054992418107796, 0.0006253703896642127)	(0.01054992418107796, 0.0006253703896642127)	87	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.308711493872143, 0.08891795700151252)	(0.5382577012255714, 0.017783591400302504)	(0.03695249862275406, 0.0017117693992153434)	1625	284388	11790	1394	(0.5382577012255714, 0.017783591400302504)	(0.010579513636140256, 0.0006290943384471195)	(0.010579513636140256, 0.0006290943384471195)	88	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.298774428618748, 0.08889004370621958)	(0.5402451142762504, 0.017778008741243915)	(0.037283706551350944, 0.0017183485598962643)	1631	284388	11790	1388	(0.5402451142762504, 0.017778008741243915)	(0.010689669544583254, 0.0006316027783110098)	(0.010689669544583254, 0.0006316027783110098)	89	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.302086783703213, 0.0888995061567099)	(0.5395826432593575, 0.01777990123134198)	(0.037137969401279294, 0.0017149929397598893)	1629	284388	11790	1390	(0.5395826432593575, 0.01777990123134198)	(0.01063928659723867, 0.0006302580925788946)	(0.01063928659723867, 0.0006302580925788946)	90	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.3111332007952288, 0.08892454412964229)	(0.5377733598409543, 0.01778490882592846)	(0.03690069805628483, 0.0017135432460591428)	1623	284388	11792	1396	(0.5377733598409543, 0.01778490882592846)	(0.010572383705207451, 0.0006308746314308984)	(0.010572383705207451, 0.0006308746314308984)	91	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.298774428618748, 0.08889004370621958)	(0.5402451142762504, 0.017778008741243915)	(0.037095281466563504, 0.0017100749818165408)	1631	284388	11792	1388	(0.5402451142762504, 0.017778008741243915)	(0.010610234763082352, 0.000626596388674862)	(0.010610234763082352, 0.000626596388674862)	92	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.338522689632329, 0.08899317327311848)	(0.5322954620735343, 0.0177986346546237)	(0.03651862731964772, 0.0017077889855448172)	1607	284388	11792	1412	(0.5322954620735343, 0.0177986346546237)	(0.010456690123666151, 0.0006255662621117336)	(0.010456690123666151, 0.0006255662621117336)	93	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.325273269294468, 0.08896132104066747)	(0.5349453461411063, 0.0177922642081335)	(0.03696828638051458, 0.0017304812059908512)	1615	284388	11792	1404	(0.5349453461411063, 0.0177922642081335)	(0.010651510627039784, 0.0006450512892098507)	(0.010651510627039784, 0.0006450512892098507)	94	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.315336204041073, 0.08893577609783704)	(0.5369327591917854, 0.017787155219567405)	(0.036970596411356034, 0.0017153750822314284)	1621	284388	11792	1398	(0.5369327591917854, 0.017787155219567405)	(0.010598665446890811, 0.0006305345771477562)	(0.010598665446890811, 0.0006305345771477562)	95	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.3037429612454456, 0.08890417811561058)	(0.5392514077509108, 0.017780835623122118)	(0.03719037460537504, 0.001720024175597475)	1628	284388	11792	1391	(0.5392514077509108, 0.017780835623122118)	(0.010672229583348502, 0.0006325494253961422)	(0.010672229583348502, 0.0006325494253961422)	96	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.3004306061609805, 0.088894794689007)	(0.539913878767804, 0.017778958937801403)	(0.03710962745975969, 0.0017171398548775727)	1630	284388	11794	1389	(0.539913878767804, 0.017778958937801403)	(0.010639165473926552, 0.0006323477354520403)	(0.010639165473926552, 0.0006323477354520403)	97	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.316992381583306, 0.08894013220601164)	(0.5366015236833388, 0.017788026441202327)	(0.0368449188768059, 0.0017130718640065191)	1620	284388	11794	1399	(0.5366015236833388, 0.017788026441202327)	(0.01055711032711557, 0.0006301562415093713)	(0.01055711032711557, 0.0006301562415093713)	98	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.325273269294468, 0.08896132104066747)	(0.5349453461411063, 0.0177922642081335)	(0.03674949824411127, 0.0017072593084809168)	1615	284388	11794	1404	(0.5349453461411063, 0.0177922642081335)	(0.010513070738590431, 0.0006249661801431532)	(0.010513070738590431, 0.0006249661801431532)	99	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.3045062955599733, 0.08890631812781727)	(0.5390987408880054, 0.017781263625563457)	(0.03707541197481836, 0.0017145031206970448)	1627	284388	11794	1392	(0.5390987408880054, 0.017781263625563457)	(0.010621710937181408, 0.0006295968817275054)	(0.010621710937181408, 0.0006295968817275054)	100	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(3.5838053982006, 0.08036337951396122)	(0.28323892035988, 0.01607267590279225)	(0.01592935132495103, 0.0011568393324232328)	855	284388	0	2164	(0.28323892035988, 0.01607267590279225)	(0.00414745053005329, 0.00037346443222451735)	(0.00414745053005329, 0.00037346443222451735)	1	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(3.473103909121283, 0.08214632609800178)	(0.3053792181757434, 0.016429265219600357)	(0.01799311560464576, 0.0012724901037238932)	920	284388	855	2099	(0.3053792181757434, 0.016429265219600357)	(0.00485839796678949, 0.0004385261505595798)	(0.00485839796678949, 0.0004385261505595798)	2	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(3.3088235294117645, 0.08438315931238567)	(0.3382352941176471, 0.016876631862477134)	(0.020456069494010576, 0.001333516390365289)	1021	284388	1760	1998	(0.3382352941176471, 0.016876631862477134)	(0.005530623037373503, 0.000460647102680999)	(0.005530623037373503, 0.000460647102680999)	3	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(3.2910547396528704, 0.08459723015141205)	(0.3417890520694259, 0.016919446030282413)	(0.02041063360384222, 0.0013159301222985043)	1032	284388	2720	1987	(0.3417890520694259, 0.016919446030282413)	(0.0054740621577519044, 0.0004372602748694594)	(0.0054740621577519044, 0.0004372602748694594)	4	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(3.2160720240080027, 0.08544291492291481)	(0.3567855951983995, 0.017088582984582955)	(0.02116972156635675, 0.0013195947459813642)	1074	284388	3616	1945	(0.3567855951983995, 0.017088582984582955)	(0.005637077472180984, 0.0004395323724738396)	(0.005637077472180984, 0.0004395323724738396)	5	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
